genome clade
Drosophila_robusta 1
Drosophila_bunnanda 1
Acheta_domesticus 1
Drosophila_lacteicornis 1
Drosophila_novamexicana 1
Chrysomya_rufifacies 1
Pogonomyrmex_barbatus 1
Synergus_umbraculus 1
Lasioglossum_pauxillum 1
Calliphora_vomitoria 1
Drosophila_littoralis 1
Bactrocera_minax 1
Cotesia_congregata 1
Rhodnius_prolixus 1
Polydrusus_cervinus 1
Linepithema_humile 1
Ericerus_pela 1
Megaphragma_amalphitanum 1
Ophraella_communa 1
Sitodiplosis_mosellana 1
Belgica_antarctica 1
Phyllotreta_cruciferae 1
Apolygus_lucorum 1
Pterostichus_madidus 1
Bombus_consobrinus 1
Diadegma_semiclausum 1
Eumacrocentrus_americanus 1
Monomorium_pharaonis 1
Daktulosphaira_vitifoliae 1
Drosophila_birchii 1
Aedes_koreicus 1
Osmia_lignaria 1
Lasioglossum_albipes 1
Andricus_curvator 1
Anastrepha_ludens 1
Drosophila_mojavensis 1
Aphis_gossypii 1
Synergus_japonicus 1
Eristalis_arbustorum 1
Vespula_vulgaris 1
Exocentrus_adspersus 1
Anopheles_dirus 1
Anopheles_atroparvus 1
Anopheles_funestus 1
Megachile_rotundata 1
Lasius_niger 1
Drosophila_sechellia 1
Drosophila_nigromelanica 1
Drosophila_funebris 1
Copidosoma_floridanum 1
Pentalonia_nigronervosa 1
Meliscaeva_auricollis 1
Hycleus_phaleratus 1
Coccinella_septempunctata 1
Homalodisca_vitripennis 1
